"","title","topic","time","path"
"320","司機為公車充電　技工少做這事害他被電死(10099)","社會","19:04","/realtimenews/article/local/20160714/908179/司機為公車充電　技工少做這事害他被電死"
"321","北京尊重美方在南海利益　不要干擾區域國家(3013)","國際","19:04","/realtimenews/article/international/20160714/908203/北京尊重美方在南海利益　不要干擾區域國家"
"322","不爽被老闆兒開除　男藉酒壯膽要同歸於盡(6285)","社會","19:03","/realtimenews/article/local/20160714/907848/不爽被老闆兒開除　男藉酒壯膽要同歸於盡"
"323","文化局斷水斷電　南市議政館自行發電開館(1955)","生活","19:01","/realtimenews/article/life/20160714/908202/文化局斷水斷電　南市議政館自行發電開館"
"324","TRF投資爭議　半數與銀行和解(1988)","財經","18:58","/realtimenews/article/finance/20160714/908204/TRF投資爭議　半數與銀行和解"
"325","飲料包材股生力軍　吉源控股申請第一上市(1959)","財經","18:58","/realtimenews/article/finance/20160714/908209/飲料包材股生力軍　吉源控股申請第一上市"
"326","劉昱言還沒牛棚　先被職棒震撼教育(6583)","體育","18:56","/realtimenews/article/sports/20160714/908157/劉昱言還沒牛棚　先被職棒震撼教育"
"327","大老闆紛紛轉籍當外國人　會計師：稅制有別(4092)","財經","18:56","/realtimenews/article/finance/20160714/908198/大老闆紛紛轉籍當外國人　會計師：稅制有別"
"328","【法廣RFI】新種小蟲命名“習近平” 北...(2941)","國際","18:55","/realtimenews/article/international/20160714/908194/【法廣RFI】新種小蟲命名“習近平”北京不爽"
"329","日職二軍明星賽　吳念庭3支2、1打點1得...(3571)","體育","18:55","/realtimenews/article/sports/20160714/908210/日職二軍明星賽　吳念庭3支2、1打點1得分"
"330","【更新】Pokémon超夯　網拍搜尋量爆...(4290)","生活","18:53","/realtimenews/article/life/20160714/908136/【更新】Pokémon超夯　網拍搜尋量爆增2倍"
